date,medicine_id,medicine_name,category,unit_price,lead_time_days,opening_stock,units_sold,received_qty,closing_stock,stockout,lag_1,lag_7,rolling_7,rolling_14,rolling_30,demand_std,month,day_of_week,holiday,supplier_delay_rate,future_7d_demand,stockout_risk
2025-08-26,MED005,Omeprazole 20mg,Gastro,4.0,4,1257,139,0,1118,0,120.0,128.0,130.14285714285714,121.64285714285714,120.53333333333333,11.412591850550509,8,1,0,0.15434710430006687,905.0,0
2025-08-27,MED005,Omeprazole 20mg,Gastro,4.0,4,1118,121,0,997,0,139.0,138.0,131.71428571428572,123.57142857142857,121.46666666666667,11.927436282107552,8,2,0,0.15726241982057304,1023.0,1
2025-08-28,MED005,Omeprazole 20mg,Gastro,4.0,4,997,247,0,750,0,121.0,129.0,129.28571428571428,123.64285714285714,121.06666666666666,11.90738066434905,8,3,0,0.14865738707181425,1024.0,1
2025-08-29,MED005,Omeprazole 20mg,Gastro,4.0,4,750,140,0,610,0,247.0,139.0,146.14285714285714,133.07142857142858,125.33333333333333,34.79713579219789,8,4,0,0.13064586206466972,1012.0,1
2025-08-30,MED005,Omeprazole 20mg,Gastro,4.0,4,610,105,989,1494,0,140.0,117.0,146.28571428571428,134.85714285714286,125.56666666666666,34.43803162171181,8,5,0,0.14978722880319595,987.0,0
2025-08-31,MED005,Omeprazole 20mg,Gastro,4.0,4,1494,115,0,1379,0,105.0,140.0,144.57142857142858,135.0,125.26666666666667,34.29958510625951,8,6,0,0.14408483639304215,1001.0,0
2025-09-01,MED005,Omeprazole 20mg,Gastro,4.0,4,1379,134,0,1245,0,115.0,120.0,141.0,135.21428571428572,124.66666666666667,34.15390184135645,9,0,0,0.19336311550683044,994.0,0
2025-09-02,MED005,Omeprazole 20mg,Gastro,4.0,4,1245,132,0,1113,0,134.0,139.0,143.0,136.57142857142858,125.1,33.662840242421815,9,1,0,0.18051205192323538,971.0,0
2025-09-03,MED005,Omeprazole 20mg,Gastro,4.0,4,1113,98,0,1015,0,132.0,121.0,142.0,136.85714285714286,125.96666666666667,33.6014128431372,9,2,0,0.12724269451702447,859.0,0
2025-09-04,MED005,Omeprazole 20mg,Gastro,4.0,4,1015,135,0,880,0,98.0,247.0,138.71428571428572,134.0,125.6,35.161167391138946,9,3,0,0.14850398495668016,843.0,0
2025-09-05,MED005,Omeprazole 20mg,Gastro,4.0,4,880,124,0,756,0,135.0,140.0,122.71428571428571,134.42857142857142,125.9,35.13208983626987,9,4,0,0.14792634784103176,826.0,1
2025-09-06,MED005,Omeprazole 20mg,Gastro,4.0,4,756,88,0,668,0,124.0,105.0,120.42857142857143,133.35714285714286,126.0,35.21059093917219,9,5,0,0.1412861819985405,826.0,1
2025-09-07,MED005,Omeprazole 20mg,Gastro,4.0,4,668,115,0,553,0,88.0,115.0,118.0,131.28571428571428,125.03333333333333,37.05179030539773,9,6,0,0.08696786570794066,815.0,1
2025-09-08,MED005,Omeprazole 20mg,Gastro,4.0,4,553,123,971,1401,0,115.0,134.0,118.0,129.5,124.56666666666666,37.20163354560575,9,0,0,0.16551133954040748,806.0,0
2025-09-09,MED005,Omeprazole 20mg,Gastro,4.0,4,1401,123,0,1278,0,123.0,132.0,116.42857142857143,129.71428571428572,125.2,37.151309266562606,9,1,0,0.16775247311359687,847.0,0
2025-09-10,MED005,Omeprazole 20mg,Gastro,4.0,4,1278,139,0,1139,0,123.0,98.0,115.14285714285714,128.57142857142858,125.43333333333334,37.08973377699484,9,2,0,0.13810217796616,852.0,0
2025-09-11,MED005,Omeprazole 20mg,Gastro,4.0,4,1139,140,0,999,0,139.0,135.0,121.0,129.85714285714286,126.03333333333333,37.119054080406954,9,3,0,0.18818875596554502,892.0,0
2025-09-12,MED005,Omeprazole 20mg,Gastro,4.0,4,999,164,0,835,0,140.0,124.0,121.71428571428571,122.21428571428571,126.96666666666667,16.348034798049657,9,4,0,0.19807066011275837,913.0,1
2025-09-13,MED005,Omeprazole 20mg,Gastro,4.0,4,835,109,0,726,0,164.0,88.0,127.42857142857143,123.92857142857143,128.43333333333334,19.34092625939692,9,5,0,0.17754953590489242,912.0,1
2025-09-14,MED005,Omeprazole 20mg,Gastro,4.0,4,726,114,0,612,0,109.0,115.0,130.42857142857142,124.21428571428571,128.23333333333332,19.06740501657042,9,6,0,0.1913435675639078,913.0,1
2025-09-15,MED005,Omeprazole 20mg,Gastro,4.0,4,612,124,1013,1501,0,114.0,123.0,130.28571428571428,124.14285714285714,128.2,19.106411098239924,9,0,0,0.13850032143869734,916.0,0
2025-09-16,MED005,Omeprazole 20mg,Gastro,4.0,4,1501,126,0,1375,0,124.0,123.0,130.42857142857142,123.42857142857143,128.9,18.895316007756204,9,1,0,0.18970895450330444,890.0,0
2025-09-17,MED005,Omeprazole 20mg,Gastro,4.0,4,1375,113,0,1262,0,126.0,139.0,130.85714285714286,123.0,129.36666666666667,18.75346121899391,9,2,0,0.19220321636274718,898.0,0
2025-09-18,MED005,Omeprazole 20mg,Gastro,4.0,4,1262,148,0,1114,0,113.0,140.0,127.14285714285714,124.07142857142857,129.3,17.60884517994946,9,3,0,0.15482805232430977,867.0,0
2025-09-19,MED005,Omeprazole 20mg,Gastro,4.0,4,1114,133,0,981,0,148.0,164.0,128.28571428571428,125.0,129.96666666666667,18.547236990991426,9,4,0,0.09808653504380126,884.0,0
2025-09-20,MED005,Omeprazole 20mg,Gastro,4.0,4,981,126,0,855,0,133.0,109.0,123.85714285714286,125.64285714285714,129.8,18.665505589217226,9,5,0,0.09827692096767005,887.0,1
2025-09-21,MED005,Omeprazole 20mg,Gastro,4.0,4,855,117,0,738,0,126.0,114.0,126.28571428571429,128.35714285714286,129.7,15.2144017949449,9,6,0,0.13667670092742157,893.0,1
2025-09-22,MED005,Omeprazole 20mg,Gastro,4.0,4,738,130,0,608,0,117.0,124.0,126.71428571428571,128.5,128.96666666666667,15.088202217422948,9,0,0,0.16826966091273013,907.0,1
2025-09-23,MED005,Omeprazole 20mg,Gastro,4.0,4,608,140,942,1410,0,130.0,126.0,127.57142857142857,129.0,129.4,15.007690336316571,9,1,0,0.14016730502957883,909.0,0
2025-09-24,MED005,Omeprazole 20mg,Gastro,4.0,4,1410,115,0,1295,0,140.0,113.0,129.57142857142858,130.21428571428572,129.4,15.171727610305929,9,2,0,0.1759819786873017,904.0,0
2025-09-25,MED005,Omeprazole 20mg,Gastro,4.0,4,1295,143,0,1152,0,115.0,148.0,129.85714285714286,128.5,129.23333333333332,15.455892578062773,9,3,0,0.17237461174605634,887.0,0
2025-09-26,MED005,Omeprazole 20mg,Gastro,4.0,4,1152,116,0,1036,0,143.0,133.0,129.14285714285714,128.71428571428572,129.36666666666667,15.64720949035851,9,4,0,0.1044329746651784,890.0,0
2025-09-27,MED005,Omeprazole 20mg,Gastro,4.0,4,1036,129,0,907,0,116.0,126.0,126.71428571428571,125.28571428571429,129.2,12.199801835897386,9,5,0,0.09593173683161975,907.0,1
2025-09-28,MED005,Omeprazole 20mg,Gastro,4.0,4,907,134,0,773,0,129.0,117.0,127.14285714285714,126.71428571428571,125.26666666666667,11.28258407000381,9,6,0,0.1647001436871986,906.0,1
2025-09-29,MED005,Omeprazole 20mg,Gastro,4.0,4,773,129,0,644,0,134.0,130.0,129.57142857142858,128.14285714285714,125.06666666666666,10.804964264043322,9,0,0,0.11844565408063298,1076.0,1
2025-09-30,MED005,Omeprazole 20mg,Gastro,4.0,4,644,310,996,1330,0,129.0,140.0,129.42857142857142,128.5,125.86666666666666,10.73993267419095,9,1,0,0.1917676272982682,1089.0,0
2025-10-01,MED005,Omeprazole 20mg,Gastro,4.0,4,1330,128,0,1202,0,310.0,115.0,153.71428571428572,141.64285714285714,132.36666666666667,49.62723684996616,10,2,0,0.1842209295678704,1206.0,1
2025-10-02,MED005,Omeprazole 20mg,Gastro,4.0,4,1202,260,0,942,0,128.0,143.0,155.57142857142858,142.71428571428572,132.16666666666666,49.120618530665574,10,3,0,0.1341485662137371,1213.0,1
2025-10-03,MED005,Omeprazole 20mg,Gastro,4.0,4,942,123,0,819,0,260.0,116.0,172.28571428571428,150.71428571428572,136.43333333333334,58.30876510364535,10,4,0,0.1496606989348525,1201.0,1
2025-10-04,MED005,Omeprazole 20mg,Gastro,4.0,4,819,117,0,702,0,123.0,129.0,173.28571428571428,150.0,137.26666666666668,58.60296658282492,10,5,0,0.1816524732583485,1147.0,1
2025-10-05,MED005,Omeprazole 20mg,Gastro,4.0,4,702,80,0,622,0,117.0,134.0,171.57142857142858,149.35714285714286,136.66666666666666,58.934914743504784,10,6,0,0.1845643035455519,1152.0,1
2025-10-06,MED005,Omeprazole 20mg,Gastro,4.0,4,622,134,1116,1604,0,80.0,129.0,163.85714285714286,146.71428571428572,135.2,61.28047571043084,10,0,0,0.14683691988978587,970.0,0
2025-10-07,MED005,Omeprazole 20mg,Gastro,4.0,4,1604,128,0,1476,0,134.0,310.0,164.57142857142858,147.0,136.73333333333332,61.20583179856187,10,1,0,0.1966295783893597,968.0,0
2025-10-08,MED005,Omeprazole 20mg,Gastro,4.0,4,1476,126,0,1350,0,128.0,128.0,138.57142857142858,146.14285714285714,137.16666666666666,61.39513529069415,10,2,0,0.1425162389885894,830.0,0
2025-10-09,MED005,Omeprazole 20mg,Gastro,4.0,4,1350,122,0,1228,0,126.0,260.0,138.28571428571428,146.92857142857142,137.26666666666668,61.035253729317766,10,3,0,0.08493291933995914,858.0,0
2025-10-10,MED005,Omeprazole 20mg,Gastro,4.0,4,1228,151,0,1077,0,122.0,123.0,118.57142857142857,145.42857142857142,137.23333333333332,61.39620921111096,10,4,0,0.14752341998386392,934.0,0
2025-10-11,MED005,Omeprazole 20mg,Gastro,4.0,4,1077,193,0,884,0,151.0,117.0,122.57142857142857,147.92857142857142,137.63333333333333,60.815565170710755,10,5,0,0.17324082800296364,965.0,1
2025-10-12,MED005,Omeprazole 20mg,Gastro,4.0,4,884,111,0,773,0,193.0,80.0,133.42857142857142,152.5,139.4,61.68249969992112,10,6,0,0.198192218360082,951.0,1
2025-10-13,MED005,Omeprazole 20mg,Gastro,4.0,4,773,120,0,653,0,111.0,134.0,137.85714285714286,150.85714285714286,137.63333333333333,62.51382264729955,10,0,0,0.09264422932928881,936.0,1
2025-10-14,MED005,Omeprazole 20mg,Gastro,4.0,4,653,113,1098,1638,0,120.0,128.0,135.85714285714286,150.21428571428572,138.0,62.801492597926945,10,1,0,0.13286446360364523,933.0,0
2025-10-15,MED005,Omeprazole 20mg,Gastro,4.0,4,1638,123,0,1515,0,113.0,126.0,133.71428571428572,136.14285714285714,137.96666666666667,43.28235942462748,10,2,0,0.15039798522016448,921.0,0
2025-10-16,MED005,Omeprazole 20mg,Gastro,4.0,4,1515,110,0,1405,0,123.0,122.0,133.28571428571428,135.78571428571428,137.93333333333334,43.37524741038476,10,3,0,0.18577563143560974,898.0,0
2025-10-17,MED005,Omeprazole 20mg,Gastro,4.0,4,1405,128,0,1277,0,110.0,151.0,131.57142857142858,125.07142857142857,137.4,24.94135979796272,10,4,0,0.16590679814241002,826.0,0
2025-10-18,MED005,Omeprazole 20mg,Gastro,4.0,4,1277,121,0,1156,0,128.0,193.0,128.28571428571428,125.42857142857143,137.9,24.945214696685586,10,5,0,0.10774955205438483,821.0,0
2025-10-19,MED005,Omeprazole 20mg,Gastro,4.0,4,1156,106,0,1050,0,121.0,111.0,118.0,125.71428571428571,137.0,24.8640258248696,10,6,0,0.18312670209498408,831.0,0
2025-10-20,MED005,Omeprazole 20mg,Gastro,4.0,4,1050,130,0,920,0,106.0,120.0,117.28571428571429,127.57142857142857,136.1,21.99200653983974,10,0,0,0.15970919455487528,835.0,0
2025-10-21,MED005,Omeprazole 20mg,Gastro,4.0,4,920,117,0,803,0,130.0,113.0,118.71428571428571,127.28571428571429,136.23333333333332,21.92795395916288,10,1,0,0.18741882998996967,825.0,1
2025-10-22,MED005,Omeprazole 20mg,Gastro,4.0,4,803,113,0,690,0,117.0,123.0,119.28571428571429,126.5,136.23333333333332,22.096814946259403,10,2,0,0.1801248650251116,874.0,1
2025-10-23,MED005,Omeprazole 20mg,Gastro,4.0,4,690,159,0,531,0,113.0,110.0,117.85714285714286,125.57142857142857,135.66666666666666,22.390637760918327,10,3,0,0.09551149789905918,875.0,1
2025-10-24,MED005,Omeprazole 20mg,Gastro,4.0,4,531,129,1111,1513,0,159.0,128.0,124.85714285714286,128.21428571428572,136.3,24.058194098824323,10,4,0,0.1952564764442034,918.0,0
2025-10-25,MED005,Omeprazole 20mg,Gastro,4.0,4,1513,164,0,1349,0,129.0,121.0,125.0,126.64285714285714,136.76666666666668,23.15701303595209,10,5,0,0.13451557099920336,908.0,0
2025-10-26,MED005,Omeprazole 20mg,Gastro,4.0,4,1349,96,0,1253,0,164.0,106.0,131.14285714285714,124.57142857142857,137.46666666666667,17.32811981329015,10,6,0,0.19790630017187985,895.0,0
2025-10-27,MED005,Omeprazole 20mg,Gastro,4.0,4,1253,117,0,1136,0,96.0,130.0,129.71428571428572,123.5,136.8,18.64547790092409,10,0,0,0.10244085663050309,919.0,0
2025-10-28,MED005,Omeprazole 20mg,Gastro,4.0,4,1136,141,0,995,0,117.0,117.0,127.85714285714286,123.28571428571429,136.4,18.70593723693337,10,1,0,0.17519816549762018,928.0,0
2025-10-29,MED005,Omeprazole 20mg,Gastro,4.0,4,995,122,0,873,0,141.0,113.0,131.28571428571428,125.28571428571429,136.63333333333333,19.0158984958481,10,2,0,0.11658699209034806,891.0,1
2025-10-30,MED005,Omeprazole 20mg,Gastro,4.0,4,873,122,0,751,0,122.0,159.0,132.57142857142858,125.21428571428571,136.4,19.027019538736877,10,3,0,0.0853766364014072,900.0,1
2025-10-31,MED005,Omeprazole 20mg,Gastro,4.0,4,751,138,0,613,0,122.0,129.0,127.28571428571429,126.07142857142857,130.13333333333333,18.553308996652778,10,4,0,0.19928485102508586,863.0,1
2025-11-01,MED005,Omeprazole 20mg,Gastro,4.0,4,613,127,1122,1608,0,138.0,164.0,128.57142857142858,126.78571428571429,130.46666666666667,18.823792519977662,11,5,0,0.1164242384524418,895.0,0
2025-11-02,MED005,Omeprazole 20mg,Gastro,4.0,4,1608,128,0,1480,0,127.0,96.0,123.28571428571429,127.21428571428571,126.03333333333333,18.75009157486801,11,6,0,0.0896623105705657,904.0,0
2025-11-03,MED005,Omeprazole 20mg,Gastro,4.0,4,1480,126,0,1354,0,128.0,117.0,127.85714285714286,128.78571428571428,126.2,17.729499847293123,11,0,0,0.18325966235057012,895.0,0
2025-11-04,MED005,Omeprazole 20mg,Gastro,4.0,4,1354,132,0,1222,0,126.0,141.0,129.14285714285714,128.5,126.5,17.740653010269135,11,1,0,0.131842435805674,1069.0,0
2025-11-05,MED005,Omeprazole 20mg,Gastro,4.0,4,1222,296,0,926,0,132.0,122.0,127.85714285714286,129.57142857142858,128.23333333333332,17.443157290574955,11,2,0,0.14917429130470616,1083.0,1
2025-11-06,MED005,Omeprazole 20mg,Gastro,4.0,4,926,136,0,790,0,296.0,122.0,152.71428571428572,142.64285714285714,133.63333333333333,47.2206068818023,11,3,0,0.19818124317784022,1082.0,1
2025-11-07,MED005,Omeprazole 20mg,Gastro,4.0,4,790,137,0,653,0,136.0,138.0,154.71428571428572,141.0,133.9,47.00736439848876,11,4,0,0.1376850887622029,1070.0,1
2025-11-08,MED005,Omeprazole 20mg,Gastro,4.0,4,653,115,1025,1563,0,137.0,127.0,154.57142857142858,141.57142857142858,134.26666666666668,46.89876869913011,11,5,0,0.08805182155213258,1055.0,0
2025-11-09,MED005,Omeprazole 20mg,Gastro,4.0,4,1563,113,0,1450,0,115.0,128.0,152.85714285714286,138.07142857142858,134.03333333333333,46.92459464308225,11,6,0,0.16294233547789827,1075.0,0
2025-11-10,MED005,Omeprazole 20mg,Gastro,4.0,4,1450,146,0,1304,0,113.0,126.0,150.71428571428572,139.28571428571428,132.76666666666668,45.96223963785352,11,0,0,0.1652719392267707,1085.0,0
2025-11-11,MED005,Omeprazole 20mg,Gastro,4.0,4,1304,142,0,1162,0,146.0,132.0,153.57142857142858,141.35714285714286,131.2,45.53208022559841,11,1,0,0.10330498835267493,927.0,0
2025-11-12,MED005,Omeprazole 20mg,Gastro,4.0,4,1162,138,0,1024,0,142.0,296.0,155.0,141.42857142857142,132.23333333333332,45.53226123515956,11,2,0,0.14544943022950457,911.0,0
2025-11-13,MED005,Omeprazole 20mg,Gastro,4.0,4,1024,120,0,904,0,138.0,136.0,132.42857142857142,142.57142857142858,132.83333333333334,45.20672905274559,11,3,0,0.12430651237797541,880.0,0
2025-11-14,MED005,Omeprazole 20mg,Gastro,4.0,4,904,106,0,798,0,120.0,137.0,130.14285714285714,142.42857142857142,133.06666666666666,45.27983807682771,11,4,0,0.08599059004858002,870.0,1
2025-11-15,MED005,Omeprazole 20mg,Gastro,4.0,4,798,105,0,693,0,106.0,115.0,125.71428571428571,140.14285714285714,132.5,46.31639872883893,11,5,0,0.11739229113106842,876.0,1
2025-11-16,MED005,Omeprazole 20mg,Gastro,4.0,4,693,119,0,574,0,105.0,113.0,124.28571428571429,138.57142857142858,132.33333333333334,47.16210063455335,11,6,0,0.18914391282891696,853.0,1
2025-11-17,MED005,Omeprazole 20mg,Gastro,4.0,4,574,123,1074,1525,0,119.0,146.0,125.14285714285714,137.92857142857142,132.03333333333333,47.37812589356838,11,0,0,0.1160296814402069,838.0,0
2025-11-18,MED005,Omeprazole 20mg,Gastro,4.0,4,1525,127,0,1398,0,123.0,142.0,121.85714285714286,137.71428571428572,132.1,47.4429674960912,11,1,0,0.10676757625902822,831.0,0
2025-11-19,MED005,Omeprazole 20mg,Gastro,4.0,4,1398,131,0,1267,0,127.0,138.0,119.71428571428571,137.35714285714286,132.8,47.50806756243075,11,2,0,0.19290954181030984,832.0,0
2025-11-20,MED005,Omeprazole 20mg,Gastro,4.0,4,1267,121,0,1146,0,131.0,120.0,118.71428571428571,125.57142857142857,132.83333333333334,13.21254814831084,11,3,0,0.12587921850667166,849.0,0
2025-11-21,MED005,Omeprazole 20mg,Gastro,4.0,4,1146,123,0,1023,0,121.0,106.0,118.85714285714286,124.5,132.96666666666667,12.906468265057134,11,4,0,0.19286708667329555,853.0,0
2025-11-22,MED005,Omeprazole 20mg,Gastro,4.0,4,1023,109,0,914,0,123.0,105.0,121.28571428571429,123.5,133.3,12.395718863940493,11,5,0,0.18562812398043985,853.0,0
2025-11-23,MED005,Omeprazole 20mg,Gastro,4.0,4,914,119,0,795,0,109.0,119.0,121.85714285714286,123.07142857142857,131.63333333333333,12.809036988448142,11,6,0,0.1364557400149606,859.0,1
2025-11-24,MED005,Omeprazole 20mg,Gastro,4.0,4,795,129,0,666,0,119.0,123.0,121.85714285714286,123.5,131.3,12.543769523000567,11,0,0,0.12619539943495103,886.0,1
2025-11-25,MED005,Omeprazole 20mg,Gastro,4.0,4,666,154,0,512,0,129.0,127.0,122.71428571428571,122.28571428571429,130.13333333333333,10.915257997081945,11,1,0,0.09652615435758471,880.0,1
2025-11-26,MED005,Omeprazole 20mg,Gastro,4.0,4,512,125,955,1342,0,154.0,131.0,126.57142857142857,123.14285714285714,132.06666666666666,12.877273617663791,11,2,0,0.10287397665829409,900.0,0
2025-11-27,MED005,Omeprazole 20mg,Gastro,4.0,4,1342,141,0,1201,0,125.0,121.0,125.71428571428571,122.21428571428571,132.33333333333334,12.172974931434096,11,3,0,0.10789318183296294,917.0,0
2025-11-28,MED005,Omeprazole 20mg,Gastro,4.0,4,1201,140,0,1061,0,141.0,123.0,128.57142857142858,123.71428571428571,132.33333333333334,13.13497135617267,11,4,0,0.13644246726289508,937.0,0
2025-11-29,MED005,Omeprazole 20mg,Gastro,4.0,4,1061,129,0,932,0,140.0,109.0,131.0,126.14285714285714,132.93333333333334,12.745177928909584,11,5,0,0.12465361248995466,941.0,1
2025-11-30,MED005,Omeprazole 20mg,Gastro,4.0,4,932,123,0,809,0,129.0,119.0,133.85714285714286,127.85714285714286,133.16666666666666,11.203413922393779,11,6,0,0.17604611898951386,937.0,1
2025-12-01,MED005,Omeprazole 20mg,Gastro,4.0,4,809,125,0,684,0,123.0,129.0,134.42857142857142,128.14285714285714,132.66666666666666,11.009486418938641,12,0,0,0.11560111521620925,924.0,1
2025-12-02,MED005,Omeprazole 20mg,Gastro,4.0,4,684,141,0,543,0,125.0,154.0,133.85714285714286,128.28571428571428,132.6,10.950437795453253,12,1,0,0.13094236407604815,926.0,1
2025-12-03,MED005,Omeprazole 20mg,Gastro,4.0,4,543,127,967,1383,0,141.0,125.0,132.0,129.28571428571428,133.03333333333333,11.451762185046462,12,2,0,0.09472489082450482,928.0,0
2025-12-04,MED005,Omeprazole 20mg,Gastro,4.0,4,1383,143,0,1240,0,127.0,141.0,132.28571428571428,129.0,133.06666666666666,11.455599907066075,12,3,0,0.11254639690854647,903.0,0
2025-12-05,MED005,Omeprazole 20mg,Gastro,4.0,4,1240,115,0,1125,0,143.0,140.0,132.57142857142858,130.57142857142858,133.43333333333334,11.77816941316763,12,4,0,0.17396241665218604,884.0,0
2025-12-06,MED005,Omeprazole 20mg,Gastro,4.0,4,1125,110,0,1015,0,115.0,129.0,129.0,130.0,127.4,12.353759938390718,12,5,0,0.16485204991304106,871.0,0
2025-12-07,MED005,Omeprazole 20mg,Gastro,4.0,4,1015,110,0,905,0,110.0,123.0,126.28571428571429,130.07142857142858,126.53333333333333,12.225221632185109,12,6,0,0.1282664439827759,874.0,0
2025-12-08,MED005,Omeprazole 20mg,Gastro,4.0,4,905,128,0,777,0,110.0,125.0,124.42857142857143,129.42857142857142,125.63333333333334,13.060299712159422,12,0,0,0.14929678436773003,883.0,1
2025-12-09,MED005,Omeprazole 20mg,Gastro,4.0,4,777,150,0,627,0,128.0,141.0,124.85714285714286,129.35714285714286,126.06666666666666,13.065557439650025,12,1,0,0.13500003714956602,909.0,1
2025-12-10,MED005,Omeprazole 20mg,Gastro,4.0,4,627,153,1124,1598,0,150.0,127.0,126.14285714285714,129.07142857142858,127.3,12.517460332943584,12,2,0,0.18742646584723124,913.0,0
2025-12-11,MED005,Omeprazole 20mg,Gastro,4.0,4,1598,147,0,1451,0,153.0,143.0,129.85714285714286,131.07142857142858,127.53333333333333,13.969550874969261,12,3,0,0.12736289017084323,923.0,0
2025-12-12,MED005,Omeprazole 20mg,Gastro,4.0,4,1451,125,0,1326,0,147.0,115.0,130.42857142857142,131.5,127.7,14.383484118412275,12,4,0,0.1666537376724117,921.0,0
2025-12-13,MED005,Omeprazole 20mg,Gastro,4.0,4,1326,108,0,1218,0,125.0,110.0,131.85714285714286,130.42857142857142,127.26666666666667,14.259756636796512,12,5,0,0.10622349720502687,938.0,0
2025-12-14,MED005,Omeprazole 20mg,Gastro,4.0,4,1218,127,0,1091,0,108.0,110.0,131.57142857142858,128.92857142857142,126.86666666666666,15.474367320056961,12,6,0,0.13209165414100785,954.0,0
2025-12-15,MED005,Omeprazole 20mg,Gastro,4.0,4,1091,144,0,947,0,127.0,128.0,134.0,129.21428571428572,127.56666666666666,15.393198155372142,12,0,0,0.14351977063450702,968.0,1
2025-12-16,MED005,Omeprazole 20mg,Gastro,4.0,4,947,164,0,783,0,144.0,150.0,136.28571428571428,130.57142857142858,128.86666666666667,15.82458790672241,12,1,0,0.09255761483605869,952.0,1
2025-12-17,MED005,Omeprazole 20mg,Gastro,4.0,4,783,137,0,646,0,164.0,153.0,138.28571428571428,132.21428571428572,130.36666666666667,18.030651557955366,12,2,0,0.1504902170922681,942.0,1
2025-12-18,MED005,Omeprazole 20mg,Gastro,4.0,4,646,137,986,1495,0,137.0,147.0,136.0,132.92857142857142,130.83333333333334,18.006256543914876,12,3,0,0.14895979871947396,969.0,0
2025-12-19,MED005,Omeprazole 20mg,Gastro,4.0,4,1495,152,0,1343,0,137.0,125.0,134.57142857142858,132.5,131.16666666666666,17.818529681205533,12,4,0,0.09905034704154748,970.0,0
2025-12-20,MED005,Omeprazole 20mg,Gastro,4.0,4,1343,109,0,1234,0,152.0,108.0,138.42857142857142,135.14285714285714,131.86666666666667,17.767113712427584,12,5,0,0.1998379414297753,961.0,0
2025-12-21,MED005,Omeprazole 20mg,Gastro,4.0,4,1234,118,0,1116,0,109.0,127.0,138.57142857142858,135.07142857142858,131.46666666666667,17.87763659183989,12,6,0,0.0910991945970594,983.0,0
2025-12-22,MED005,Omeprazole 20mg,Gastro,4.0,4,1116,166,0,950,0,118.0,144.0,137.28571428571428,135.64285714285714,131.3,17.12670942779664,12,0,0,0.18743641862171243,965.0,1
2025-12-23,MED005,Omeprazole 20mg,Gastro,4.0,4,950,146,0,804,0,166.0,164.0,140.42857142857142,138.35714285714286,133.2,18.755951436429903,12,1,0,0.1389818775993071,960.0,1
2025-12-24,MED005,Omeprazole 20mg,Gastro,4.0,4,804,132,0,672,0,146.0,137.0,137.85714285714286,138.07142857142858,134.1,18.594723344641054,12,2,0,0.1067245953401003,977.0,1
2025-12-25,MED005,Omeprazole 20mg,Gastro,4.0,4,672,154,0,518,0,132.0,137.0,137.14285714285714,136.57142857142858,134.2,18.139265890133746,12,3,0,0.09353584782407635,967.0,1
2025-12-26,MED005,Omeprazole 20mg,Gastro,4.0,4,518,142,1084,1460,0,154.0,152.0,139.57142857142858,137.07142857142858,134.2,18.540866653523477,12,4,0,0.16393041356126314,985.0,0
2025-12-27,MED005,Omeprazole 20mg,Gastro,4.0,4,1460,127,0,1333,0,142.0,109.0,138.14285714285714,138.28571428571428,134.76666666666668,18.243770576149206,12,5,0,0.17053404983025755,997.0,0
2025-12-28,MED005,Omeprazole 20mg,Gastro,4.0,4,1333,130,0,1203,0,127.0,118.0,140.71428571428572,139.64285714285714,134.3,16.434518751500136,12,6,0,0.16081288191484916,969.0,0
2025-12-29,MED005,Omeprazole 20mg,Gastro,4.0,4,1203,138,0,1065,0,130.0,166.0,142.42857142857142,139.85714285714286,133.96666666666667,16.275782589513227,12,0,0,0.13038450466363918,961.0,0
2025-12-30,MED005,Omeprazole 20mg,Gastro,4.0,4,1065,138,0,927,0,138.0,146.0,138.42857142857142,139.42857142857142,134.26666666666668,16.237251973420705,12,1,0,0.10070884388405917,972.0,1
2025-12-31,MED005,Omeprazole 20mg,Gastro,4.0,4,927,143,0,784,0,138.0,132.0,137.28571428571428,137.57142857142858,134.76666666666668,14.616714803551256,12,2,0,0.17474454835113157,818.0,1
2025-01-31,MED006,Metformin 500mg,Diabetes,3.5,7,1256,133,0,1123,0,141.0,126.0,131.85714285714286,128.28571428571428,126.73333333333333,9.579052236951307,1,4,0,0.18746590381067774,939.0,0
2025-02-01,MED006,Metformin 500mg,Diabetes,3.5,7,1123,125,1565,2563,0,133.0,116.0,132.85714285714286,129.35714285714286,126.33333333333333,9.170245721539128,2,5,0,0.16965036070637435,942.0,0
2025-02-02,MED006,Metformin 500mg,Diabetes,3.5,7,2563,130,0,2433,0,125.0,127.0,134.14285714285714,129.0,126.53333333333333,9.240379612581698,2,6,0,0.15409915470662,933.0,0
2025-02-03,MED006,Metformin 500mg,Diabetes,3.5,7,2433,130,0,2303,0,130.0,139.0,134.57142857142858,129.92857142857142,126.0,8.570650147803494,2,0,0,0.09831137580876076,926.0,0
2025-02-04,MED006,Metformin 500mg,Diabetes,3.5,7,2303,135,0,2168,0,130.0,142.0,133.28571428571428,131.21428571428572,126.3,6.8520470992652625,2,1,0,0.19146496245910588,938.0,0
2025-02-05,MED006,Metformin 500mg,Diabetes,3.5,7,2168,144,0,2024,0,135.0,132.0,132.28571428571428,131.5,127.2,6.9254269515704605,2,2,0,0.17697549762057402,925.0,0
2025-02-06,MED006,Metformin 500mg,Diabetes,3.5,7,2024,128,0,1896,0,144.0,141.0,134.0,132.5,127.7,7.663600278639883,2,3,0,0.10873108268970802,940.0,0
